Gene name	Human gene name
habp2	KLKB1
habp2	C1RL
habp2	HP
habp2	HPR
habp2	KLK10
habp2	C1R
tecrl2b	TECRL
jpt1a	
lamb1a	LAMB1
spon1a	SPON1
prdx3	PRDX3
pop7	POP7
tk1	TK1
crygm2d9	CRYGD
crygm2d9	CRYGB
crygm2d9	CRYGC
crygm2d9	CRYGA
sltm	SLTM
asnsd1	ASNSD1
asnsd1	AC012488.2
hist1h2a11	
asnsd1	ASNSD1
asnsd1	AC012488.2
ifit8	IFIT5
ifit8	IFIT3
ifit8	IFIT1B
ifit8	IFIT1
ifit8	IFIT2
zgc:110425	HIST1H1T
zgc:110425	H1FNT
kcns3b	KCNS3
zgc:136930	
slc25a38b	SLC25A38
slc38a7	SLC38A7
twist1b	
kcnc4	KCNC2
cart4	
pcdh18b	PCDH18
tcf7	TCF7
myd88	MYD88
npy4r	NPY5R
krt18b	
tmod4	TMOD4
crygm2d4	CRYGD
crygm2d4	CRYGB
crygm2d4	CRYGC
crygm2d4	CRYGA
ntpcr	NTPCR
si:ch211-214j8.1	NAALADL1
nit2	NIT2
si:dkey-91i10.3	
xkr9	XKR9
gsk3ab	GSK3A
gsk3ab	AC006486.1
tnfrsf1a	
ppp1cab	
swi5	SWI5
ptger4c	
chst6	
btr12	
si:ch211-119o8.6	
stard14	
dnajb12a	DNAJB12
tnn	
arhgap17b	ARHGAP17
si:ch211-223p8.8	
dstyk	DSTYK
crygm2d7	CRYGD
crygm2d7	CRYGB
crygm2d7	CRYGC
crygm2d7	CRYGA
ipo7	IPO7
arhgap17b	ARHGAP17
si:ch211-276k2.1	
her4.2	HES5
her4.2	HEYL
rab4b	RAB4B
rab4b	RAB4B-EGLN2
ufsp1	UFSP1
en1b	EN1
mindy2	
txndc17	TXNDC17
oga	OGA
rap2b	RAP2B
dusp12	DUSP12
ctnnd2b	CTNND2
b2ml	
st6gal1	ST6GAL1
mrps25	MRPS25
pard6gb	PARD6G
taf10	TAF10
chrd	CHRD
mybpc2b	MYBPC2
agrn	AGRN
crygm2d3	CRYGD
crygm2d3	CRYGB
crygm2d3	CRYGC
crygm2d3	CRYGA
epoa	EPO
kdm7aa	KDM7A
pbx3b	PBX1
pbx3b	PBX3
si:ch211-71m22.3	PLSCR4
si:ch211-71m22.3	PLSCR2
si:ch211-71m22.3	PLSCR5
si:ch211-71m22.3	PLSCR3
cs	CS
pttg1	PTTG2
pttg1	PTTG1
pacs1a	PACS1
fam83c	FAM83C
trim35-24	
pbx3b	PBX1
pbx3b	PBX3
epoa	EPO
fgfbp2b	FGFBP2
rgs2	RGS2
pbx3b	PBX1
pbx3b	PBX3
slco5a1a	
cacna2d1a	CACNA2D1
zgc:114045	AGFG2
parp12a	PARP12
tnnc1b	
dusp13a	DUSP13
rabgef1	RABGEF1
rabgef1	AC027644.4
epoa	EPO
zgc:153981	
b4galt4	B4GALT4
kcnip1b	KCNIP1
tsc22d1	
urod	UROD
kidins220b	KIDINS220
abca1a	ABCA1
efcab1	EFCAB1
znrf3	ZNRF3
slco5a1a	
kcnip1b	KCNIP1
tsc22d1	
hnrnpa1b	HNRNPA1P48
hnrnpa1b	HNRNPA1L2
hnrnpa1b	HNRNPA1
ccr9a	CCR9
cenpe	CENPE
bmpr1ab	BMPR1A
zgc:194281	C5orf30
oard1	OARD1
zmynd10	ZMYND10
tsc22d1	
ugt2a1	
pon2	PON3
pon2	PON2
pon2	PON1
grn2	GRN
ube2q1	UBE2Q2
pln	
pdcd10b	PDCD10
ugt2a1	
meis2a	MEIS2
lurap1	LURAP1
ugt2a1	
polr3c	POLR3C
tm4sf4	TM4SF4
pdlim3b	PDLIM3
ugt2a1	
si:ch73-116f3.3	
cttnbp2nlb	CTTNBP2NL
lpp	LPP
elmo2	ELMO2
hars	HARS2
hars	HARS
c6	C6
igbp1	AC011195.2
igbp1	IGBP1
acap1	ACAP1
illr4	
arf2b	
ccdc167	CCDC167
hars	HARS2
hars	HARS
rabggtb	RABGGTB
zgc:172253	
zgc:153146	C4orf47
atic	ATIC
golim4b	
zcchc17	ZCCHC17
pfkfb4a	PFKFB4
tacc3	TACC3
tktb	TKTL2
rbm48	RBM48
radil	RADIL
nfil3	NFIL3
mnx2b	
sh3gl3b	
UBL4A	UBL4A
rnd3a	RND3
mrpl41	MRPL41
capza1b	CAPZA3
maf1	
mnx2b	
zgc:163040	HIST2H4A
plcg1	PLCG1
naa40	NAA40
st3gal7	C20orf173
st3gal7	ST3GAL6
rad21a	RAD21
tram1	TRAM1L1
tram1	TRAM1
cltca	CLTC
sdc4	SDC4
sdsl	SDSL
syngr2b	SYNGR2
zgc:153921	
lyplal1	LYPLAL1
katna1	KATNA1
lyplal1	LYPLAL1
trib3	TRIB3
psmc3	PSMC3
bmt2	BMT2
grn1	GRN
rap1gap2a	RAP1GAP2
zgc:153921	
rap1gap2a	RAP1GAP2
cry-dash	
ptrh2	PTRH2
si:ch211-130m23.2	ARRDC5
baz1b	BAZ1B
pcdh10b	PCDH10
ginm1	GINM1
slc16a9a	SLC16A9
fbxl5	FBXL5
ufm1	UFM1
phox2a	PHOX2A
spire2	SPIRE2
pip4k2aa	PIP4K2A
setd6	SETD6
p2rx8	P2RX5-TAX1BP3
p2rx8	P2RX5
dbr1	DBR1
hnrnpa0a	HNRNPA3
MARCH4 (1 of many)	MARCH4
ankk1	ANKK1
olfml2a	OLFML2A
fastkd1	FASTKD1
dph7	DPH7
camsap1b	CAMSAP1
accs	ACCS
pnp5a	PNP
marcksb	MARCKS
hps1	HPS1
usp2a	USP2
skp1	SKP1
cyb5d2	CYB5D2
hdac3	
ak2	AK2
hmox2a	HMOX2
taf11	TAF11
noxo1b	NOXO1
dnpep	DNPEP
mbd1b	MBD1
zgc:165604	
vdac2	VDAC2
mbip	MBIP
p2rx3b	P2RX3
prdm13	PRDM13
ubap2a	UBAP2
lhx4	LHX4
kcnn1a	KCNN1
efhd2	EFHD2
loxl5b	
fam84a	FAM84A
setd4	SETD4
hnrnpul1	
aste1a	
slc15a1b	SLC15A1
prtfdc1	PRTFDC1
slc35d1a	SLC35D1
oser1	OSER1
nae1	NAE1
ube3c	UBE3C
IYD	IYD
dpf2l	DPF2
ccdc47	CCDC47
fn1b	FN1
adra1bb	ADRA1B
ola1	OLA1
rbm47	RBM47
gltpd2	GLTPD2
gltpd2	CPTP
med22	MED22
lmo4b	LMO4
rad9a	RAD9A
auh	AUH
atp6v0e1	ATP6V0E1
hdac9b	HDAC9
insm1b	INSM1
ola1	OLA1
grm8a	
cdk8	CDK8
tm4sf18	TM4SF18
trmt10b	TRMT10B
rpl26	AC135178.2
rpl26	RPL26
rpl26	RPL26L1
lamb4	LAMB4
opa3	OPA3
syn2a	SYN2
atp1b1b	ATP1B1
si:ch211-199o1.2	HSPA2
fntb	FNTB
fntb	CHURC1-FNTB
ints8	INTS8
myoz1a	MYOZ1
leo1	LEO1
trim35-23	
casq1b	CASQ1
cart3	
itsn1	ITSN1
myhc4	
xrcc3	XRCC3
slit1a	SLIT1
rpl7a	
msgn1	MSGN1
osbpl6	OSBPL6
tmem132e	TMEM132E
ppl	PPL
rsad2	RSAD2
rp9	
zgc:158222	AHCYL2
rps15	RPS15
bcl11ab	
gga3	GGA3
prps1a	PRPS1
prps1a	PRPS1L1
mrps14	MRPS14
prps1a	PRPS1
prps1a	PRPS1L1
gpr137	GPR137
deaf1	DEAF1
fibpb	FIBP
plppr5b	PLPPR5
zgc:193593	
sdha	SDHA
sdha	AC021087.5
disc1	DISC1
si:dkeyp-114g9.1	
bbs2	BBS2
snx27a	SNX27
rhoub	
lgr4	LGR4
guca1b	GUCA1B
mbtps2	MBTPS2
plekhg7	C12orf74
cryzl1	CRYZL1
cabp1b	CABP1
timp2a	TIMP2
dpf1	DPF1
map3k22	
hvcn1	HVCN1
cables1	CABLES1
dpf1	DPF1
mef2aa	MEF2A
zgc:92481	ITIH1
si:dkey-78l4.12	
znf574	ZNF662
znf574	ZNF783
znf574	ZNF667
znf574	ZNF212
znf574	ZNF671
clasp1a	CLASP1
rprma	RPRM
ccr12a	
PPP2CA	PPP2CA
PPP2CA	PPP2CB
acvr2ba	ACVR2B
gtf2b	GTF2B
arhgef3	ARHGEF3
rasip1	RASIP1
arl3b	ARL3
ppp1r11	PPP1R11
si:zfos-1056e6.1	
zgc:152891	
triap1	
syvn1	SYVN1
clcn1a	CLCN1
zgc:154061	C15orf41
opn7c	
drd2a	DRD2
ccdc6a	CCDC6
rfk	RFK
tgfb2	TGFB2
skp2	SKP2
mylk2	
chp1	CHP1
coq5	COQ5
nphp1	NPHP1
id2b	
ldha	LDHA
snx7	SNX7
illr1	
ppp1r13l	PPP1R13L
si:dkeyp-120h9.1	SLC7A13
nbas	NBAS
cxcl19	
cacybp	CACYBP
ift52	IFT52
fam57ba	FAM57B
selenot2	
ccnd3	
zgc:194990	
sfxn2	SFXN2
eif4ea	EIF4E
atf7a	ATF7
atf7a	ATF7
svopl	SVOPL
cyp2x6	CYP2A13
cyp2x6	CYP2A7
cyp2x6	CYP2A6
cyp2x6	CYP2C8
cyp2x6	CYP2J2
cyp2x6	CYP2E1
cyp2x6	CYP2C18
cyp2x6	AL583836.1
cyp2x6	CYP2S1
cyp2x6	CYP2C19
cyp2x6	CYP2C9
si:ch211-194c3.5	C20orf194
inppl1a	INPPL1
arpc5la	ARPC5L
svopl	SVOPL
crygm2d21	CRYGD
crygm2d21	CRYGB
crygm2d21	CRYGC
crygm2d21	CRYGA
slkb	SLK
ptger2b	PTGER2
smtnl	SMTNL2
arpin	ARPIN-AP3S2
arpin	ARPIN
tsku	TSKU
ccl35.1	CCL8
ccl35.1	XCL1
ccl35.1	CCL2
ccl35.1	CCL7
ccl35.1	CCL24
ccl35.1	CCL1
ccl35.1	CCL13
ccl35.1	CCL26
ccl35.1	CCL11
ccl35.1	XCL2
slc5a11	SLC5A11
tsku	TSKU
prom1b	PROM1
col10a1a	COL10A1
miga1	MIGA1
rnd3b	RND3
arxa	ARX
zgc:158659	
slc40a1	SLC40A1
ppp1r14c	PPP1R14C
chrna4b	CHRNA4
zgc:113227	
srsf2a	SRSF8
srsf2a	SRSF2
scpp8	
cdc42bpb	CDC42BPB
rnf207b	RNF207
slc27a4	SLC27A4
fggy	FGGY
ttc39c	TTC39C
calua	CALU
calua	CALU
crygm2d10	CRYGD
crygm2d10	CRYGB
crygm2d10	CRYGC
crygm2d10	CRYGA
trim35-22	
calr3a	
zgc:114081	
st5	ST5
atp1b2b	ATP1B2
cxcl8b.3	
eftud2	EFTUD2
jund	JUND
icmt	ICMT
cxcl8b.1	
rab14	RAB14
tmem175	TMEM175
ptgfr	PTGFR
krt93	KRT19
paxx	PAXX
tmem223	TMEM223
acot15	
nme4	NME4
st3gal3b	ST3GAL3
fubp1	FUBP1
me1	ME1
atp2a1l	ATP1A4
pxna	PXN
cfl1	CFL1
kctd7	KCTD7
scoca	SCOC
nhlh2	
rab7b	
btf3l4	BTF3L4
capgb	CAPG
dnajc8	DNAJC8
matn4	MATN4
acaa1	ACAA1
eef1a1a	EEF1A1
tpx2	TPX2
coro1b	CORO1B
jarid2b	JARID2
tmtops3a	
ela2	CELA2B
ela2	CELA2A
prss35	PRSS35
si:ch211-271b14.1	MATR3
si:ch211-271b14.1	MATR3
copb2	COPB2
rtn2a	
ttc4	TTC4
rnf144ab	RNF144A
fam129aa	FAM129A
zgc:92335	MMADHC
znfl2a	
syt13	SYT13
mrps33	MRPS33
crygm2d2	CRYGD
crygm2d2	CRYGB
crygm2d2	CRYGC
crygm2d2	CRYGA
chrna2a	CHRNA2
slc17a5	SLC17A3
slc17a5	SLC17A2
slc17a5	SLC17A4
slc17a5	SLC17A1
ppp1r13ba	PPP1R13B
vwf	VWF
grcc10	C12orf57
dnajc30b	DNAJC30
flot2b	FLOT2
tmod2	TMOD3
acot22	ACOT4
acot22	ACOT1
acot22	ACOT2
acot22	ACOT6
p2rx3a	P2RX3
grik5	
vangl1	VANGL1
nubp1	NUBP1
zgc:123107	HLA-DQA2
zgc:123107	HLA-DQA1
dcaf7	DCAF7
zgc:113229	
taf2	TAF2
ywhabl	
mbd2	
si:dkey-261j15.2	UTF1
s100t	S100A10
s100t	S100A6
s100t	S100A14
s100t	S100A8
s100t	S100A3
s100t	S100A2
s100t	CRNN
s100t	S100A9
s100t	S100A7L2
s100t	S100A4
s100t	S100A7
s100t	S100A7A
s100t	S100G
s100t	S100A5
zic2a	ZIC2
zgc:123107	HLA-DQA2
zgc:123107	HLA-DQA1
wasf3b	WASF3
adgrl4	ADGRL4
scn3b	SCN3B
ifitm5	IFITM5
tprg1	TPRG1
eny2	ENY2
zic5	ZIC5
ints10	INTS10
serhl	SERHL2
ptger4a	PTGER4
hiat1b	MFSD14A
hiat1b	AC118553.2
cd59	
tuba7l	TUBA3E
tuba7l	TUBA3C
tuba7l	TUBA3D
gatm	GATM
si:dkey-239j18.2	
zgc:114173	VPS37B
ktn1	KTN1
tyw5	TYW5
ldb3b	
stmn2b	STMN2
tm9sf3	TM9SF3
xpo6	XPO6
ktn1	KTN1
cat	CAT
tmem199	TMEM199
serpinb1	SERPINB1
sema3aa	SEMA4A
cep70	CEP70
prickle1a	PRICKLE1
l1cama	L1CAM
cd40lg	
rad21b	RAD21
ext1a	EXT1
qsox1	QSOX1
si:dkey-63j12.4	
si:dkey-77f5.3	
efcab2	
ccnb1	CCNB1
ube2b	UBE2B
igfbp1b	IGFBP1
scn8ab	SCN8A
dtnbp1b	DTNBP1
stx10	
emc4	EMC4
tpm3	TPM3
fbxo3	FBXO3
polb	POLB
spp1	
derl3	DERL3
nkd2a	NKD2
nkd2a	NKD2
tpst1l	
sult1st4	SULT1E1
sult1st4	AC108941.2
sult1st4	SULT2A1
sult1st4	SULT1A2
sult1st4	SULT1A1
sult1st4	SULT1A3
sult1st4	SULT1A4
sox11b	SOX11
zgc:172128	
ptpn6	PTPN6
gucy2f	GUCY2F
srsf9	SRSF9
si:ch211-51e12.7	
igfbp3	IGFBP3
abcg2a	
tpm3	TPM3
si:dkeyp-72h1.1	
ppm1na	PPM1J
ppm1na	PPM1N
ppm1na	PPM1M
mrps27	MRPS27
afap1l1a	AFAP1L1
scube1	
slc6a1a	SLC6A1
nfe2	NFE2
scube1	
srsf9	SRSF9
zgc:113209	ZNF668
zgc:113209	ZNF579
zgc:113209	ZNF358
crygm2d1	CRYGD
crygm2d1	CRYGB
crygm2d1	CRYGC
crygm2d1	CRYGA
pvrl2l	TIGIT
pvrl2l	SMAGP
pvrl2l	NCR3
pvrl2l	PVR
pvrl2l	NECTIN2
slit2	SLIT2
si:dkey-184p18.2	C18orf21
zgc:114120	SRCIN1
ubn1	UBN1
si:dkey-9i23.4	REG1A
si:dkey-9i23.4	REG3G
si:dkey-9i23.4	REG3A
si:dkey-9i23.4	REG1B
camk2d1	CAMK2D
marveld3	MARVELD3
cyp2x7	CYP2A13
cyp2x7	CYP2A7
cyp2x7	CYP2A6
cyp2x7	CYP2C8
cyp2x7	CYP2J2
cyp2x7	CYP2E1
cyp2x7	CYP2C18
cyp2x7	AL583836.1
cyp2x7	CYP2S1
cyp2x7	CYP2C19
cyp2x7	CYP2C9
tmem30b	TMEM30B
srebf2	SREBF2
ccdc32	CCDC32
prpf40a	PRPF40A
csnk1a1	CSNK1A1
itih3b	
ptpn11b	
krt94	KRT19
opn1sw1	OPN1SW
lysmd2	LYSMD2
cldnj	
napsa	NAPSA
camk2d1	CAMK2D
si:ch211-105c13.3	
ldhbb	LDHB
ldhbb	AC010197.2
zgc:91968	
smpd3	SMPD3
manea	MANEA
rnf185	RNF185
arvcfb	ARVCF
si:rp71-1h20.5	
med18	MED18
kalrnb	KALRN
slc6a11a	SLC6A16
lyn	LYN
dennd4a	DENND4A
slc35g2b	SLC35G2
pgpep1	PGPEP1
kalrnb	KALRN
usp54a	USP54
rxrga	
add3a	ADD3
fhl5	FHL5
plk3	PLK3
hey1	HEY1
micos13	MICOS13
cdkn2aipnl	CDKN2AIPNL
adipoqb	ADIPOQ
emp2	EMP2
usp54a	USP54
il23r	IL12RB2
fut9a	FUT9
tmem178b	
cldne	CLDN3
bbs5	BBS5
bbs5	AC093899.2
dda1	DDA1
ncoa2	NCOA2
tfe3a	TFE3
kremen1	KREMEN1
snrpg	SNRPG
snrpg	SNRPG
pbx2	PBX4
pbx2	TGIF2LX
pbx2	TGIF2LY
vcana	VCAN
kifap3a	KIFAP3
kctd10	KCTD10
ccn2b	
igfbp1a	IGFBP1
dnajc25	DNAJC25
dnajc25	DNAJC25-GNG10
ccdc120	CCDC120
mylipa	MYLIP
march8	MARCH8
bysl	BYSL
rag1	RAG1
kera	KERA
rbp2b	RBP2
ccr10	CCR10
march8	MARCH8
akirin2	AKIRIN2
crygs4	
fzd10	FZD10
nus1	NUS1
si:dkey-75a21.2	
cldnf	
adh5	
drd4-rs	
chpt1	CHPT1
tsg101a	
crygm5	CRYGD
crygm5	CRYGB
crygm5	CRYGC
crygm5	CRYGA
si:ch211-233h19.2	KIAA1324L
apmap	APMAP
clptm1l	CLPTM1L
kcnd3	KCND3
stard10	STARD10
phkg1a	PHKG1
zte38	
crcp	CRCP
adcy1b	
gdf10b	GDF10
ved	
rmc1	RMC1
acot19	
gdf2	GDF2
crygm3	CRYGD
crygm3	CRYGB
crygm3	CRYGC
crygm3	CRYGA
ribc1	
ssrp1a	SSRP1
drd4a	DRD4
ddx1	DDX1
arih1l	ARIH1
lap3	LAP3
crygs3	
nedd1	WDR38
nedd1	NEDD1
nedd1	DCAF4
nedd1	DCAF4L2
nedd1	DCAF4L1
kalrnb	KALRN
rhoab	
insl3	
rsl24d1	RSL24D1
zgc:163098	
zc3h7ba	ZC3H7B
draxin	DRAXIN
tnk2b	
myh9a	MYH9
crygm2f	CRYGD
crygm2f	CRYGB
crygm2f	CRYGC
crygm2f	CRYGA
atp1a2a	ATP1A2
gtf2f2b	GTF2F2
trim35-19	
galnt11	GALNTL5
ostf1	OSTF1
bcas2	BCAS2
cd36	CD36
cldna	CLDN4
tmem115	TMEM115
kctd4	KCTD4
aldh9a1b	ALDH3A1
aldh9a1b	ALDH1B1
aldh9a1b	ALDH3B1
slc43a1a	SLC43A1
rnasel4	
piwil1	PIWIL3
piwil1	PIWIL1
eif3k	EIF3K
zgc:100832	
gpr37b	GPR37
epyc	EPYC
snrnp40	SNRNP40
smpx	SMPX
rpgrip1l	RPGRIP1L
chchd2	CHCHD2
tdrd7a	TDRD7
agbl2	AGBL2
pcmtl	
helt	HELT
kcnh6a	KCNH3
kcnh6a	HCN3
h3f3b.1	
comtb	COMT
nudt4b	
btr06	
epyc	EPYC
wdr17	WDR17
zbtb10	ZBTB10
ogg1	OGG1
irf2bp2a	IRF2BP2
dohh	
poldip2	POLDIP2
gdf6a	GDF7
ahr1a	AHR
ahr1a	AC019117.3
zgc:112265	
il12rb2	
cxcl12b	CXCL12
mif4gda	MIF4GD
si:dkeyp-38g8.5	
si:ch211-133l5.7	SMIM24
si:ch211-106n13.3	
sox12	
b3gnt7	B3GNT7
dph6	DPH6
illr3	
rbm45	RBM45
cyp2x8	CYP2A13
cyp2x8	CYP2A7
cyp2x8	CYP2A6
cyp2x8	CYP2C8
cyp2x8	CYP2J2
cyp2x8	CYP2E1
cyp2x8	CYP2C18
cyp2x8	AL583836.1
cyp2x8	CYP2S1
cyp2x8	CYP2C19
cyp2x8	CYP2C9
znf644a	ZNF644
illr3	
fnbp4	FNBP4
acta1a	ACTA1
upf1	UPF1
ascl1b	ASCL2
zgc:173570	
zhx3	ZHX3
ctdnep1a	CTDNEP1
cgrrf1	CGRRF1
b3glcta	B3GLCT
mmadhc	MMADHC
pnp4a	PNP
ccdc85al	CCDC85A
zgc:198329	CEACAM16
zgc:198329	CEACAM18
zgc:198329	CEACAM20
zgc:198329	CEACAM19
zgc:113119	
tp53bp2a	TP53BP2
rbmx	
neurl2	NEURL2
malb	MAL
opn9	
ap1ar	
grna	GRN
ddx19	AC012184.2
ddx19	DDX19B
ddx19	DDX19A
mybl2b	MYBL2
rorab	RORA
si:dkey-9i23.5	REG1A
si:dkey-9i23.5	REG3G
si:dkey-9i23.5	REG3A
si:dkey-9i23.5	REG1B
tm9sf4	TM9SF4
ube2nb	UBE2NL
ube2nb	UBE2N
rag2	RAG2
si:dkey-94e7.2	
fhad1	FHAD1
plpbp	PLPBP
opn4a	OPN4
qars	QARS
allc	ALLC
sox11a	SOX11
snapc3	SNAPC3
aicda	AICDA
npm1a	NPM1
si:ch211-39a7.1	
psmd11b	PSMD11
ankrd29	ANKRD29
gopc	GOPC
gopc	AL132671.2
copz1	COPZ1
wdr75	WDR75
hapln1a	
mettl11b	METTL11B
RBP1 (1 of many)	RBP1
hapln1a	
rpl24	RPL24
brf1b	BRF1
si:dkey-253d23.3	
nsmfb	NSMF
BX649282.1	
usp12a	USP12
ppp2r2ab	
fshb	
ahcyl1	AHCYL1
idi1	IDI1
idi1	IDI2
sybu	SYBU
ppp2r2ab	
frem2a	FREM2
tbx2b	TBX2
slc12a10.1	
zgc:195081	OGFOD3
anpepa	LVRN
b3gat3	B3GAT3
psmc6	PSMC6
wdr78	WDR78
mnx1	MNX1
fzd9b	FZD9
nlgn2a	NLGN2
syk	SYK
rpl21	RPL21
maip1	MAIP1
ptges	PTGES
pars2	PARS2
atg5	ATG5
zgc:153116	ZNF668
zgc:153116	ZNF579
zgc:153116	ZNF358
DHX35	DHX35
hepacama	HEPACAM
p2ry12	P2RY12
uba52	UBA52
scnm1	SCNM1
atg5	ATG5
krt98	
spryd7b	SPRYD7
cnr1	CNR1
gpr85	GPR85
cox7a2a	COX7A2
si:ch211-191i18.2	
rbp3	RBP3
trim13	TRIM13
ctslb	
tab3	TAB3
ptgdsa	
thy1	THY1
rad18	RAD18
grk7b	GRK7
adoa	ADO
BX248515.1	
taf1	TAF1
taf1	TAF1L
prdm14	PRDM14
btbd6b	BTBD6
clgn	CLGN
atf1	
cep97	CEP97
mosmob	MOSMO
waslb	WASL
prg4a	PRG4
serpinh1b	SERPINH1
serpinh1b	SERPINH1
adcy1a	ADCY1
tagln3a	TAGLN3
tuba4l	TUBA4B
mettl7a	METTL7A
polm	POLM
gorab	GORAB
styxl1	
BX649282.2	
nkx1.2lb	NKX1-1
zranb1b	ZRANB1
klhl36	KLHL36
rgs7bpb	RGS7BP
zgc:174696	
tlr1	TLR6
illr2	
lbx2	LBX2
chl1a	CHL1
zmynd11	ZMYND11
stat4	STAT4
mt2	MT1B
mt2	MT1F
mt2	MT2A
mt2	MT3
mt2	MT1HL1
mt2	MT1H
mt2	MT1X
mt2	MT4
mt2	MT1G
mt2	MT1M
mt2	MT1A
mt2	MT1E
zgc:113363	
egr2b	EGR2
shisa9a	SHISA8
cdh1	CDH3
lmcd1	LMCD1
fam173a	FAM173A
gcc1	GCC1
grm6b	GRM6
uvssa	
ppil1	PPIL1
zmynd11	ZMYND11
adka	ADK
mafa	MAF
lamtor4	LAMTOR4
slc1a2a	SLC1A2
rab11a	RAB11A
adka	ADK
atp6v1f	ATP6V1F
tpd52	AC036214.3
tpd52	TPD52
khdrbs1b	KHDRBS1
rbp1	RBP1
mlst8	MLST8
tnnc1a	TNNC1
sumf2	
cyp2k18	CYP2C8
cyp2k18	CYP2J2
cyp2k18	CYP2C18
cyp2k18	AL583836.1
cyp2k18	CYP2C19
cyp2k18	CYP2C9
rnf7	RNF7
lpcat4	LPCAT4
dcdc2b	DCDC2C
gmppb	GMPPB
acadm	ACADM
kcnn1b	
si:dkey-12e7.1	
pcgf1	PCGF1
pgp	PGP
tmem168a	TMEM168
zgc:114174	
asl	ASL
asl	AC068533.4
cln6a	CLN6
kcnn1b	
ca7	CA7
scg3	SCG3
phkg1b	PHKG1
bricd5	BRICD5
spic	SPIC
vcpkmt	VCPKMT
hsd11b1la	HSD11B1L
hsd11b1la	HSD11B1L
lyrm5b	
vps8	VPS8
si:ch211-222f23.6	TIGIT
si:ch211-222f23.6	SMAGP
si:ch211-222f23.6	NCR3
si:ch211-222f23.6	PVR
grid2ipb	GRID2IP
tbx4	TBX4
exosc5	EXOSC5
poc1bl	GALNT4
poc1bl	POC1B-GALNT4
MFAP4 (1 of many)	MFAP4
elovl1b	ELOVL1
mfsd8	MFSD8
heatr3	HEATR3
or137-4	
col28a2a	
man2b1	AC010422.3
man2b1	AC010422.5
man2b1	MAN2B1
golt1bb	GOLT1B
si:dkey-72l17.6	
tfr1a	TFRC
tnpo3	TNPO3
dnajb9b	DNAJB9
arl14ep	ARL14EP
cxxc1a	CXXC1
prrx1b	PRRX1
nrxn2a	
ccdc127b	CCDC127
elovl1b	ELOVL1
asb8	ASB8
tapt1b	TAPT1
pgr	PGR
fabp1b.1	
mycla	MYCL
mycn	MYCN
gabarapa	
mafaa	MAFA
zgc:162952	
agpat5	AGPAT5
gar1	GAR1
abhd10a	ABHD10
colec11	COLEC11
mpz	MPZ
rnf114	RNF114
tdrd1	TDRD1
hsp70l	HSPA2
ppdpfa	PPDPF
ppdpfa	PPDPFL
abhd10a	ABHD10
piwil2	PIWIL2
cdcp1a	CDCP1
popdc2	POPDC2
cnot4b	CNOT4
tmem234	
tmem234	
magi1b	MAGI1
ebag9	EBAG9
rnasel2	RNASE4
rab33a	RAB33A
or137-9	
popdc2	POPDC2
tmem234	
spata2	SPATA2
anln	ANLN
ube3b	UBE3B
cdk10	CDK10
zgc:163077	
ubl3b	
usf1l	USF1
zgc:92287	LEMD1
samm50l	SAMM50
eno1b	ENO1
trappc5	TRAPPC5
tp73	TP73
pla1a	PLA1A
usp49	USP49
cmc2	CMC2
cmc2	CMC2
cotl1	COTL1
dennd6b	DENND6B
f13a1b	F13A1
zgc:172053	REG1A
zgc:172053	REG3G
zgc:172053	REG3A
zgc:172053	REG1B
trim35-27	
mpped2a	
nop56	NOP56
nop56	NOP56
med20	MED20
dpp6b	DPP6
ckmt1	CKMT1A
ckmt1	CKMT1B
sirt5	SIRT5
smyd3	SMYD3
wrap73	WRAP73
slc35b4	SLC35B4
zdhhc4	ZDHHC4
mlf1	MLF1
dnd1	DND1
mlf1	MLF1
dcbld1	DCBLD1
amph	AMPH
golga1	GOLGA1
smarcb1a	SMARCB1
serbp1a	SERBP1
rxfp2b	RXFP2
znf990	
scrn2	SCRN2
msrb1b	MSRB1
nom1	NOM1
prdm1a	PRDM1
smyd1a	SMYD1
zgc:91890	
ppp5c	PPP5C
ndufb4	NDUFB4
mrpl52	MRPL52
max	MAX
ctslb	
nol12	Z83844.1
nol12	NOL12
nom1	NOM1
dusp23b	DUSP23
tmem127	TMEM127
mybpc1	MYBPC1
depdc1a	DEPDC1
tfb2m	TFB2M
aes	TLE7
si:ch73-138e16.2	
ctslb	
ddx43	
otx5	CRX
nkain1	NKAIN1
msi2a	MSI2
vps26b	VPS26B
or137-1	
dynll1	DYNLL1
gnsb	ARSE
gnsb	ARSF
gnsb	ARSH
map7d1a	
cacnb3a	CACNB3
mrps5	MRPS5
si:ch211-226h8.4	
runx3	RUNX3
vgll2a	VGLL2
gfap	GFAP
rem1	
or137-2	
dpyda.1	
mrpl42	
flot1a	FLOT1
smarca1	SMARCA1
vldlr	VLDLR
plxdc2	PLXDC2
hgd	HGD
tmem102	TMEM102
si:ch73-314g15.3	
rpe65c	RPE65
rpp40	RPP40
mrps10	MRPS10
snrpd1	SNRPD1
bnip3lb	BNIP3L
tmem256	TMEM256
tmem256	TMEM256-PLSCR3
es1	
e4f1	E4F1
irf9	IRF9
mtf2	MTF2
ncl	
tmem47	TMEM47
jade3	JADE3
pnpla4	PNPLA4
nrbf2b	NRBF2
cpped1	
oxtr	OXTR
znhit1	ZNHIT1
stk17b	STK17B
tmtc4	TMTC4
tacr3a	TACR3
chd4a	AC006064.6
