Symbol,CLI,#_AUUUY,#_WUUUA,#_YUUUA,#_UUUUU,#Motifs,5UTR,3UTR,CDS,Intron,Total_Binding_Sites,Binding_Site_Bins
PTPN13,121.2577587,25,32,23,18,80,0,3,0,34,37,>8 Sites
FAR1,142.5933495,31,24,27,20,82,0,8,0,28,36,>8 Sites
WHSC1L1,133.2348462,25,29,20,22,74,0,4,0,32,36,>8 Sites
PTEN,133.294743,33,29,28,30,90,0,1,0,35,36,>8 Sites
FRS2,146.9198652,22,26,26,16,74,0,21,0,15,36,>8 Sites
SMC5,126.1482649,35,33,32,26,100,0,5,0,31,36,>8 Sites
PICALM,124.6424495,26,29,29,24,84,0,6,0,30,36,>8 Sites
GBF1,120.5532088,29,31,27,22,87,0,0,0,36,36,>8 Sites
SETD2,128.2431512,30,34,34,28,98,0,1,0,35,36,>8 Sites
EPS8,115.4615969,35,25,28,31,88,0,1,1,34,36,>8 Sites
SNX14,125.1600761,28,31,26,23,85,0,0,0,36,36,>8 Sites
NUPL1,145.0502426,33,37,35,20,105,0,14,0,22,36,>8 Sites
PRKAA1,149.7114898,27,19,20,18,66,0,18,0,18,36,>8 Sites
MAP3K4,126.9561081,36,30,30,21,96,0,0,0,36,36,>8 Sites
TRIP12,121.5241194,30,35,28,28,93,0,0,0,36,36,>8 Sites
RPS6KC1,118.6308751,32,29,28,36,89,0,2,0,34,36,>8 Sites
EIF2C3,122.5694393,34,36,31,30,101,0,1,0,35,36,>8 Sites
TRIM33,125.6480799,27,31,26,32,84,0,10,0,26,36,>8 Sites
BCLAF1,161.2239475,23,29,30,22,82,0,11,2,23,36,>8 Sites
ITGB3BP,128.6274992,33,28,28,23,89,0,0,0,36,36,>8 Sites
AKAP10,128.071125,33,29,24,18,86,0,4,1,30,35,>8 Sites
TAF3,125.0653682,27,31,32,29,90,0,7,0,28,35,>8 Sites
UBN2,132.4546822,28,26,24,21,78,0,16,0,19,35,>8 Sites
PFTK1,108.9844218,35,39,33,33,107,0,0,0,35,35,>8 Sites
SMAD2,122.8144545,31,33,33,26,97,0,17,0,18,35,>8 Sites
ZDHHC21,117.4520801,32,36,28,16,96,0,10,1,24,35,>8 Sites
WDR7,119.9757808,34,23,27,31,84,0,0,0,35,35,>8 Sites
ABL2,129.5877763,31,35,28,17,94,0,8,0,27,35,>8 Sites
USP9X,116.9692093,36,33,28,28,97,1,1,0,33,35,>8 Sites
VAPA,122.2848031,33,26,32,18,91,0,13,0,22,35,>8 Sites
ZNF100,135.9172066,39,37,33,25,109,0,8,0,27,35,>8 Sites
PAWR,130.1534345,32,30,29,23,91,0,4,0,31,35,>8 Sites
ZFAND1,145.446394,27,22,22,15,71,0,7,0,28,35,>8 Sites
E2F3,135.6309894,31,33,34,16,98,0,5,0,30,35,>8 Sites
ATG5,118.7954187,31,28,24,24,83,0,6,0,29,35,>8 Sites
NEK7,141.4181289,29,26,32,26,87,0,12,0,23,35,>8 Sites
FAM3C,118.6899254,36,28,26,19,90,0,0,0,35,35,>8 Sites
TRPS1,125.892896,34,30,29,31,93,0,14,0,21,35,>8 Sites
CUL3,126.8551742,28,32,29,35,89,1,0,0,34,35,>8 Sites
HS6ST2,118.3657204,27,16,23,23,66,0,7,0,28,35,>8 Sites
SUB1,168.2677605,24,30,29,26,83,0,9,0,26,35,>8 Sites
REV3L,117.8217823,25,28,24,28,77,0,3,0,32,35,>8 Sites
SFRS12,136.1164652,24,29,28,22,81,0,14,0,21,35,>8 Sites
PHC3,123.6369105,27,27,28,27,82,0,15,0,20,35,>8 Sites
NUP155,153.4370793,28,21,22,27,71,0,11,1,23,35,>8 Sites
LASS6,111.6216936,40,32,28,23,100,0,8,1,26,35,>8 Sites
GLCE,123.6031031,29,38,42,27,109,0,6,0,28,34,>8 Sites
SMAD4,125.6496624,28,27,24,24,79,0,12,0,22,34,>8 Sites
WAPAL,124.7311149,30,34,37,31,101,0,4,0,30,34,>8 Sites
DENND1A,108.1611179,26,24,18,28,68,0,0,0,34,34,>8 Sites
CDK8,105.3480611,36,29,28,25,93,0,2,0,32,34,>8 Sites
MLF1IP,126.1831457,39,37,35,29,111,0,2,1,31,34,>8 Sites
PRKCA,105.3419763,32,25,25,29,82,0,1,0,33,34,>8 Sites
AGFG1,115.982502,26,23,23,23,72,0,7,1,26,34,>8 Sites
SRPK2,120.0564285,47,44,43,29,134,0,2,0,32,34,>8 Sites
PDE4D,118.401056,43,29,26,32,98,0,6,1,27,34,>8 Sites
VPS13A,111.0633808,36,32,29,20,97,0,6,1,27,34,>8 Sites
CEP350,116.7527026,33,31,34,28,98,0,2,0,32,34,>8 Sites
MYO9A,103.912134,25,28,25,24,78,0,1,0,33,34,>8 Sites
TNRC6B,127.5208185,39,38,36,38,113,1,14,0,19,34,>8 Sites
SDCCAG10,120.5633938,34,30,30,19,94,0,0,0,34,34,>8 Sites
NSMCE2,105.6389927,32,36,34,27,102,0,0,0,34,34,>8 Sites
CCDC55,117.7406113,30,32,34,20,96,0,2,0,32,34,>8 Sites
KPNA1,120.7851755,38,31,30,26,99,0,6,0,28,34,>8 Sites
UBE2CBP,107.6382198,24,26,20,20,70,0,1,0,33,34,>8 Sites
PSMD14,110.5641215,31,35,27,24,93,0,0,0,34,34,>8 Sites
WDR33,121.0666444,30,23,19,25,72,0,6,0,28,34,>8 Sites
FYN,124.8194999,24,27,20,22,71,0,1,0,33,34,>8 Sites
IPO11,124.6081351,30,22,27,22,79,0,2,0,32,34,>8 Sites
UHMK1,171.479925,16,25,19,16,60,0,29,0,5,34,>8 Sites
CDC2L5,107.8637602,29,27,28,19,84,0,2,0,31,33,>8 Sites
GARNL1,101.7799362,33,30,27,33,90,0,1,1,31,33,>8 Sites
BPTF,111.4740246,35,40,39,25,114,0,1,0,32,33,>8 Sites
TRIM37,112.4206581,36,36,37,33,109,0,4,0,29,33,>8 Sites
GOSR1,124.5449075,28,22,25,23,75,0,7,0,26,33,>8 Sites
NUDT3,123.9840818,28,25,22,31,75,0,0,0,33,33,>8 Sites
TOR1AIP2,137.6507854,29,32,26,19,87,0,6,0,27,33,>8 Sites
PGGT1B,119.9043326,26,30,22,22,78,0,4,0,29,33,>8 Sites
MYEF2,116.3713291,17,19,13,20,49,0,14,0,19,33,>8 Sites
SNX13,114.0144162,32,28,30,20,90,0,8,0,25,33,>8 Sites
AP3B1,107.9739069,36,30,20,28,86,0,0,0,33,33,>8 Sites
UBE2W,121.2745905,34,34,30,27,98,0,7,0,26,33,>8 Sites
DTL,116.8202328,25,21,20,22,66,0,6,0,27,33,>8 Sites
PCDHGB8P,126.7834615,30,27,30,28,87,0,1,0,32,33,>8 Sites
RBM39,137.8417215,23,21,21,21,65,0,1,0,32,33,>8 Sites
OPA1,108.506607,33,24,26,22,83,0,0,0,33,33,>8 Sites
ORC5L,124.3582351,25,31,23,21,79,0,1,1,31,33,>8 Sites
DMTF1,123.9449089,27,27,29,24,83,0,1,0,32,33,>8 Sites
TMEM49,115.4193037,29,23,20,26,72,0,2,0,30,32,>8 Sites
CSNK1G1,116.4737339,28,23,21,27,72,0,3,0,29,32,>8 Sites
ZFYVE16,120.6707401,29,30,27,21,86,0,4,0,28,32,>8 Sites
MELK,119.5619896,30,30,32,28,92,0,0,0,32,32,>8 Sites
ZNF536,99.72979529,26,23,27,30,76,0,0,0,32,32,>8 Sites
BTBD3,120.4703255,25,22,24,12,71,1,13,0,18,32,>8 Sites
TM9SF3,126.4632366,22,22,18,23,62,0,6,5,21,32,>8 Sites
ZBTB20,98.91594265,27,24,24,24,75,0,0,0,32,32,>8 Sites
KIAA0146,101.3426387,41,37,35,28,113,0,0,0,32,32,>8 Sites
PTPRG,98.95841147,21,25,19,25,65,0,2,0,30,32,>8 Sites
CDC2,131.1947745,24,25,17,19,66,0,4,2,26,32,>8 Sites
HIBADH,101.8144384,27,25,30,21,82,0,1,0,31,32,>8 Sites
FANCI,111.926582,25,31,32,29,88,0,0,0,32,32,>8 Sites
HERC4,107.9039234,21,33,24,29,78,0,2,0,30,32,>8 Sites
MGA,112.1514575,26,29,27,27,82,0,6,0,26,32,>8 Sites
TRMT11,114.1625897,31,31,25,15,87,0,0,1,31,32,>8 Sites
PRRC1,127.575333,26,27,24,17,77,0,18,0,14,32,>8 Sites
MIB1,101.24837,22,20,24,15,66,0,9,0,23,32,>8 Sites
TASP1,105.9713329,36,35,35,28,106,0,0,0,32,32,>8 Sites
DMXL1,104.4995926,31,25,25,18,81,0,4,0,28,32,>8 Sites
HMBOX1,108.2590505,32,28,34,25,94,0,0,0,32,32,>8 Sites
KPNA5,116.4653926,30,23,14,18,67,0,8,1,23,32,>8 Sites
TTK,117.3216894,24,31,27,19,82,0,0,0,32,32,>8 Sites
RAB3GAP2,109.6431071,23,28,26,30,77,0,1,0,31,32,>8 Sites
EPC2,103.6019259,26,32,29,23,87,0,3,0,29,32,>8 Sites
TNPO3,122.3805704,27,29,25,30,81,0,0,0,32,32,>8 Sites
ZRANB2,128.7091903,24,21,13,13,58,0,5,0,27,32,>8 Sites
PDE10A,103.2495768,22,20,16,21,58,0,3,0,29,32,>8 Sites
ERGIC2,122.1514495,22,23,18,14,63,0,0,1,31,32,>8 Sites
PDS5A,113.4797612,25,25,20,23,70,0,3,1,28,32,>8 Sites
CSNK1A1,124.470364,16,29,23,17,68,0,4,0,28,32,>8 Sites
NDUFAF2,102.5067072,24,28,22,25,74,0,0,0,32,32,>8 Sites
SRPK1,123.0361401,38,30,30,23,98,0,4,0,28,32,>8 Sites
TES,134.299886,29,23,24,26,76,0,7,0,25,32,>8 Sites
AEBP2,108.0902683,22,25,24,21,71,0,9,0,23,32,>8 Sites
FAM159B,123.0817231,23,16,15,15,54,0,22,0,9,31,>8 Sites
PHF6,122.210793,25,30,28,18,83,0,12,0,19,31,>8 Sites
LSM14A,121.7580315,20,19,14,12,53,0,7,0,24,31,>8 Sites
CHM,99.18164633,32,31,31,20,94,0,5,0,26,31,>8 Sites
DYM,102.6645594,28,31,23,25,82,0,0,0,31,31,>8 Sites
TMEM65,116.8013287,32,26,25,17,83,0,10,0,21,31,>8 Sites
NARG1L,113.3157735,25,27,25,21,77,0,3,0,28,31,>8 Sites
FCHO2,102.6409521,32,24,30,18,86,0,5,0,26,31,>8 Sites
UBA2,106.4351864,20,24,17,13,61,0,0,0,31,31,>8 Sites
ADIPOR2,104.6626874,21,25,22,25,68,0,2,1,28,31,>8 Sites
ZMYND11,114.7331482,26,23,21,13,70,0,6,0,25,31,>8 Sites
EVI5,95.82724777,34,25,23,22,82,0,0,0,31,31,>8 Sites
CDC27,105.5977865,24,32,25,17,81,0,4,0,27,31,>8 Sites
NR2C2,99.4297851,28,24,27,21,79,0,4,0,27,31,>8 Sites
NUP205,112.1798611,24,27,25,21,76,0,0,0,31,31,>8 Sites
MIER1,116.7706987,29,28,23,19,80,0,8,0,23,31,>8 Sites
CNOT6,108.5247001,20,25,22,22,67,0,9,1,21,31,>8 Sites
MAPK8,107.9667965,23,22,24,23,69,0,2,0,29,31,>8 Sites
ARHGAP21,105.2076928,30,33,32,28,95,0,2,0,29,31,>8 Sites
WDFY3,96.82929573,23,31,26,27,80,0,1,1,29,31,>8 Sites
NNT,107.6948971,23,25,18,19,66,0,5,0,26,31,>8 Sites
ECHDC1,105.6434022,22,26,25,22,73,0,8,0,23,31,>8 Sites
CCDC18,105.5143748,27,25,26,21,78,0,1,0,30,31,>8 Sites
CDC5L,124.9083571,28,27,25,20,80,0,8,0,23,31,>8 Sites
ZNF607,159.1005181,35,23,23,27,81,0,0,0,31,31,>8 Sites
SMC4,108.7969158,23,18,20,13,61,0,1,2,28,31,>8 Sites
SGOL1,127.8213838,26,18,24,21,68,0,5,0,26,31,>8 Sites
CREBBP,106.1484839,20,21,20,15,61,0,2,0,28,30,>8 Sites
SPRED1,102.9185343,24,32,27,26,83,0,9,0,21,30,>8 Sites
EHMT1,104.857703,29,18,18,24,65,0,1,0,29,30,>8 Sites
SKIV2L2,105.1108338,37,28,26,21,91,0,1,0,29,30,>8 Sites
RPP30,112.7079323,19,23,23,22,65,0,3,1,26,30,>8 Sites
PCCA,92.55729634,24,19,18,24,61,0,0,0,30,30,>8 Sites
AKAP13,96.69698057,24,34,27,29,85,0,2,1,27,30,>8 Sites
PSME4,100.9310594,26,35,34,23,95,0,4,0,26,30,>8 Sites
SHOC2,107.6352982,21,23,23,20,67,0,9,1,20,30,>8 Sites
SPG20,114.797068,24,29,26,18,79,0,5,0,25,30,>8 Sites
GINS1,137.5969529,33,16,17,18,66,0,12,0,18,30,>8 Sites
DIAPH1,95.95065537,28,20,26,20,74,0,1,0,29,30,>8 Sites
ZNF568,111.0228975,29,28,25,22,82,0,3,1,26,30,>8 Sites
ANKRD10,115.8562899,22,23,18,17,63,0,4,0,26,30,>8 Sites
MAP3K7,103.4896656,17,20,18,18,55,2,3,0,25,30,>8 Sites
ATP13A3,107.5467268,39,26,24,21,89,0,8,2,20,30,>8 Sites
IBTK,97.2978175,25,28,31,24,84,1,2,1,26,30,>8 Sites
UCHL5,120.6596991,27,27,30,17,84,0,3,0,27,30,>8 Sites
UCHL3,104.3859602,25,25,22,22,72,0,1,0,29,30,>8 Sites
RYBP,116.3242391,19,19,18,17,56,0,11,0,19,30,>8 Sites
SCLT1,99.92506053,29,22,27,17,78,0,0,0,30,30,>8 Sites
SMEK2,104.9845377,24,27,26,17,77,0,1,0,29,30,>8 Sites
SLC25A36,110.7606247,15,21,19,8,55,0,11,0,19,30,>8 Sites
CASP8AP2,123.7090016,25,22,19,31,66,0,1,0,29,30,>8 Sites
RSBN1L,110.1889301,19,25,18,19,62,0,4,2,24,30,>8 Sites
RAP1A,112.761565,27,29,28,23,84,0,6,0,24,30,>8 Sites
RC3H1,128.0869169,14,16,18,23,48,0,23,0,7,30,>8 Sites
MEMO1,101.3729656,28,23,25,27,76,0,0,0,30,30,>8 Sites
RNASEH2B,98.50542226,22,26,25,15,73,0,1,0,28,29,>8 Sites
NAPB,103.1324509,19,23,20,16,62,0,4,0,25,29,>8 Sites
PSMD12,117.1860714,25,26,23,16,74,0,15,0,14,29,>8 Sites
GNG12,125.9138615,19,23,26,24,68,0,13,0,16,29,>8 Sites
PTK2,89.99582852,20,18,18,21,56,0,1,0,28,29,>8 Sites
RLIM,157.7104351,25,30,25,18,80,0,23,0,6,29,>8 Sites
SGMS2,124.5065682,17,21,15,14,53,0,18,2,9,29,>8 Sites
AP2B1,105.1954807,19,29,25,23,73,0,6,0,23,29,>8 Sites
USP14,102.2066073,21,20,18,13,59,0,0,0,29,29,>8 Sites
TM9SF2,103.6929667,25,19,23,19,67,0,4,4,21,29,>8 Sites
CDYL,102.0700088,29,21,25,19,75,0,4,1,24,29,>8 Sites
PRKAA2,107.5492381,22,25,20,17,67,0,16,0,13,29,>8 Sites
KPNA4,109.0308164,21,22,21,20,64,0,12,0,17,29,>8 Sites
USP24,91.73826521,26,19,18,17,63,0,1,1,27,29,>8 Sites
GNAQ,89.13464566,28,26,28,15,82,0,2,0,27,29,>8 Sites
KCNQ5,95.86111939,32,27,23,15,82,0,0,0,29,29,>8 Sites
PRPF39,106.3648558,20,22,19,19,61,0,2,0,27,29,>8 Sites
RFC1,101.1669271,17,22,27,17,66,0,2,0,27,29,>8 Sites
ARL15,92.98273534,28,22,26,20,76,0,6,0,23,29,>8 Sites
ANLN,100.747446,26,27,24,18,77,0,1,0,28,29,>8 Sites
DTWD2,99.08952332,22,31,28,23,81,0,9,0,20,29,>8 Sites
TROVE2,133.4775536,18,20,18,17,56,0,21,1,7,29,>8 Sites
WDR43,105.5851925,23,18,19,21,60,0,4,0,25,29,>8 Sites
ABI1,104.469435,20,20,19,20,59,0,0,0,29,29,>8 Sites
CLASP2,88.46209633,31,26,24,16,81,0,3,1,25,29,>8 Sites
HLTF,103.7190404,24,21,26,25,71,0,2,1,26,29,>8 Sites
CCNC,112.0577032,23,24,16,21,63,0,4,1,24,29,>8 Sites
ZNF595,105.0294386,30,27,28,22,85,0,1,0,28,29,>8 Sites
MYSM1,107.3427681,18,24,21,13,63,0,7,1,21,29,>8 Sites
GTPBP10,112.1730956,22,21,22,21,65,0,15,0,14,29,>8 Sites
ZNF483,118.1717772,25,21,17,11,63,0,1,0,27,28,>8 Sites
MAP4K5,94.03450899,21,25,27,18,73,0,0,1,27,28,>8 Sites
PCBP2,109.8449611,24,20,21,21,65,0,5,0,23,28,>8 Sites
CCNY,104.6022261,19,24,25,28,68,0,5,0,23,28,>8 Sites
RPRD1B,103.9370657,16,16,20,21,52,0,3,0,25,28,>8 Sites
UBXN7,113.0867793,19,20,20,19,59,0,22,0,6,28,>8 Sites
LARP4B,110.8709683,24,31,26,15,81,0,6,1,21,28,>8 Sites
UPF2,97.3047247,26,24,26,23,76,0,1,0,27,28,>8 Sites
MARK3,103.5502532,25,20,20,24,65,0,1,0,27,28,>8 Sites
CTDSPL2,107.2763046,29,31,23,21,83,0,9,0,19,28,>8 Sites
COPS2,101.1874514,16,23,20,14,59,0,8,2,18,28,>8 Sites
IQUB,111.5388571,24,29,22,15,75,0,0,0,28,28,>8 Sites
WHSC1,112.6172457,36,35,33,25,104,1,12,0,15,28,>8 Sites
PDE7A,89.5543926,15,35,24,13,74,0,3,1,24,28,>8 Sites
KIAA1012,87.66651457,37,30,31,21,98,0,1,0,27,28,>8 Sites
ZNF195,121.6141321,30,26,22,21,78,0,1,0,27,28,>8 Sites
TTC3,107.4719938,24,26,25,22,75,7,1,0,20,28,>8 Sites
NDUFS4,95.14986963,23,22,18,18,63,0,0,0,28,28,>8 Sites
LRCH1,90.63072378,27,22,24,20,73,0,2,0,26,28,>8 Sites
HSD17B4,95.51412557,23,22,20,19,65,0,1,1,26,28,>8 Sites
VEZT,92.54676029,27,24,18,12,69,0,1,0,27,28,>8 Sites
ARHGEF7,92.9331878,35,26,24,17,85,0,1,0,27,28,>8 Sites
NR3C1,109.6877588,19,16,16,20,51,0,6,0,22,28,>8 Sites
FGF13,91.46468641,25,27,25,21,77,0,1,0,27,28,>8 Sites
CPEB4,125.0422701,21,27,25,29,73,2,17,0,9,28,>8 Sites
MTAP,102.1476074,22,31,25,21,78,0,4,0,24,28,>8 Sites
FZD3,110.0010029,22,24,20,12,66,0,27,0,1,28,>8 Sites
PRKACB,96.66892865,21,26,26,20,73,0,8,0,20,28,>8 Sites
EHBP1,93.65535651,26,28,29,24,83,0,0,0,28,28,>8 Sites
WWOX,100.2190517,22,25,21,23,68,0,0,0,28,28,>8 Sites
CAPZA1,113.4777393,18,12,19,17,49,0,7,0,21,28,>8 Sites
PDCD6IP,108.7776036,22,25,24,16,71,0,3,0,25,28,>8 Sites
MSH3,99.06151485,32,25,23,32,80,0,0,0,28,28,>8 Sites
CLINT1,102.5471298,23,19,22,11,64,0,6,0,22,28,>8 Sites
ZNF588,110.523484,33,34,30,26,97,0,1,0,27,28,>8 Sites
ATL2,116.4559766,24,23,24,16,71,0,8,0,20,28,>8 Sites
FAM135A,99.10569408,27,26,21,23,74,1,3,0,24,28,>8 Sites
RRP15,110.6033886,25,24,15,9,64,0,13,0,15,28,>8 Sites
NAT13,112.4035048,21,23,21,17,65,0,13,0,15,28,>8 Sites
TOPBP1,100.7737965,24,30,21,19,75,0,0,0,28,28,>8 Sites
TSNAX,110.7067623,16,27,17,13,60,0,8,1,19,28,>8 Sites
YTHDC1,110.5355213,23,20,21,23,64,0,4,0,24,28,>8 Sites
PIGK,91.65336204,30,26,21,20,77,0,4,0,24,28,>8 Sites
SACM1L,98.91515783,25,17,17,23,59,0,5,0,23,28,>8 Sites
NUF2,105.1029786,18,22,18,12,58,0,3,1,24,28,>8 Sites
MRPL42,117.2296338,27,24,22,17,73,1,4,0,23,28,>8 Sites
TRPM7,96.88804999,27,33,30,29,90,0,2,0,26,28,>8 Sites
ZNF566,101.9949875,19,16,13,21,48,0,5,0,23,28,>8 Sites
TNRC6A,106.5435769,23,22,17,20,62,0,4,0,23,27,>8 Sites
RAD23B,102.0711149,23,16,14,11,53,0,5,0,22,27,>8 Sites
NCOA1,84.68718535,30,24,24,19,78,0,2,0,25,27,>8 Sites
DNAJC21,117.0812121,22,20,18,15,60,0,10,0,17,27,>8 Sites
TGDS,105.0425994,20,17,18,22,55,0,4,0,23,27,>8 Sites
ITGAV,92.41467124,29,26,26,17,81,0,7,0,20,27,>8 Sites
CASK,91.86977043,24,27,28,19,79,0,6,0,21,27,>8 Sites
SDCCAG8,92.39147673,29,22,25,17,76,0,0,0,27,27,>8 Sites
TBC1D5,81.80639149,33,39,28,28,100,4,0,0,23,27,>8 Sites
KIF5B,110.1245347,26,19,16,22,61,0,7,1,19,27,>8 Sites
ADD3,90.77197944,18,20,20,20,58,0,7,0,20,27,>8 Sites
PDLIM5,93.64628863,17,22,24,12,63,0,3,1,23,27,>8 Sites
IMPAD1,114.4296527,15,14,17,14,46,0,19,0,8,27,>8 Sites
MTHFD2L,95.09536168,21,24,20,12,65,0,1,0,26,27,>8 Sites
RBBP8,91.38657589,30,34,30,16,94,0,0,0,27,27,>8 Sites
ZNF567,119.1171548,21,17,18,12,56,0,4,0,23,27,>8 Sites
GOLGB1,91.63417321,28,30,22,19,80,0,0,0,27,27,>8 Sites
NDC80,106.4051413,26,20,14,17,60,0,0,0,27,27,>8 Sites
ZNHIT6,84.81306983,14,19,16,15,49,0,3,0,24,27,>8 Sites
TBC1D23,91.38139451,26,26,22,21,74,0,2,1,24,27,>8 Sites
AKAP11,96.0425416,20,20,18,13,58,0,11,1,15,27,>8 Sites
LATS1,116.9720702,25,22,19,18,66,0,7,0,20,27,>8 Sites
MAST2,96.60888863,24,25,21,20,70,0,0,0,27,27,>8 Sites
KIAA0947,89.49006919,24,22,23,23,69,0,1,0,26,27,>8 Sites
EPS15,106.0604833,31,26,25,24,82,0,6,0,21,27,>8 Sites
NEK1,81.24101481,25,22,20,14,67,0,0,0,27,27,>8 Sites
TSGA10,89.68776441,26,21,20,21,67,1,0,0,26,27,>8 Sites
SHPRH,92.34373721,24,26,21,20,71,0,5,1,21,27,>8 Sites
AP3S1,94.80918737,22,20,21,20,63,0,1,0,26,27,>8 Sites
STXBP5,85.94316369,23,27,23,21,73,0,5,0,22,27,>8 Sites
FNBP1L,87.96403373,24,29,22,22,75,0,4,0,23,27,>8 Sites
MAP4K3,88.03244622,20,28,29,21,77,0,1,0,26,27,>8 Sites
CCDC138,88.79439681,22,27,21,28,70,0,0,1,26,27,>8 Sites
TMEM209,99.04782171,21,22,21,18,64,0,5,0,22,27,>8 Sites
SSBP1,95.00140551,21,26,23,17,70,0,1,0,26,27,>8 Sites
ADSS,102.64097,28,21,25,12,74,0,5,0,22,27,>8 Sites
LRRC8D,98.73121221,17,19,16,15,52,0,4,2,21,27,>8 Sites
YTHDC2,92.29706953,22,29,27,18,78,0,0,0,27,27,>8 Sites
TICAM2,108.5613323,26,19,19,20,64,0,3,1,23,27,>8 Sites
FAM126A,93.48801884,19,24,22,18,65,0,5,0,22,27,>8 Sites
NHLRC2,100.183876,19,20,19,17,58,0,17,0,10,27,>8 Sites
ZNF805,143.4857422,19,17,22,14,58,0,27,0,0,27,>8 Sites
PRKD1,80.17354297,27,23,23,16,73,0,0,0,26,26,>8 Sites
HP1BP3,93.15081575,12,16,13,9,41,3,7,0,16,26,>8 Sites
RPAP3,89.50844018,22,29,25,24,76,0,0,0,26,26,>8 Sites
NPTN,90.68793353,17,21,21,21,59,0,0,0,26,26,>8 Sites
WTAP,99.1858605,25,19,19,18,63,0,2,0,24,26,>8 Sites
RERE,80.15572554,25,31,29,21,85,0,5,0,21,26,>8 Sites
LMNB1,96.00901904,21,23,22,26,66,0,5,0,21,26,>8 Sites
RAPGEF6,82.97174899,22,26,18,16,66,0,0,1,25,26,>8 Sites
BTBD9,82.06530237,15,16,17,19,48,0,0,0,26,26,>8 Sites
SLC35F5,90.15231883,22,24,23,26,69,0,6,0,20,26,>8 Sites
BRWD2,92.20985665,26,20,20,22,66,0,2,1,23,26,>8 Sites
SATB2,95.25682273,18,24,21,20,63,0,3,0,23,26,>8 Sites
UBR5,89.80152022,21,18,20,25,59,0,0,0,26,26,>8 Sites
KIAA1468,89.21663212,31,27,26,20,84,0,1,0,25,26,>8 Sites
ZNF207,109.9475397,17,20,20,12,57,0,26,0,0,26,>8 Sites
ELP3,91.60721775,27,24,26,24,77,0,0,0,26,26,>8 Sites
UBA6,98.20996638,30,24,25,18,79,0,8,0,18,26,>8 Sites
HNRNPR,92.14027839,18,25,16,14,59,0,0,1,25,26,>8 Sites
KPNA3,86.74290543,20,17,17,18,54,0,4,0,22,26,>8 Sites
ELOVL5,88.6191805,23,18,17,15,58,0,4,1,21,26,>8 Sites
CLTC,92.2238255,19,20,17,17,56,0,3,3,20,26,>8 Sites
DCUN1D5,92.17300898,17,17,17,9,51,0,0,0,26,26,>8 Sites
SFMBT1,76.45958131,19,26,25,12,70,0,3,0,23,26,>8 Sites
SNX2,89.36498025,27,25,30,25,82,0,1,0,25,26,>8 Sites
LCORL,83.98333335,20,24,19,19,63,0,4,0,22,26,>8 Sites
CLOCK,82.11625853,17,18,17,18,52,0,2,0,24,26,>8 Sites
NDUFA10,87.04906351,20,25,16,12,61,0,0,0,26,26,>8 Sites
RYR2,82.8958735,14,19,17,13,50,0,0,1,25,26,>8 Sites
CEPT1,94.92718387,13,16,17,15,46,0,1,0,25,26,>8 Sites
ZNF726,98.63558966,18,31,24,13,73,0,0,0,26,26,>8 Sites
SPATS2,78.86250952,23,23,19,19,65,0,1,0,24,25,>8 Sites
ROCK2,78.93051999,31,28,26,25,85,0,3,0,22,25,>8 Sites
SPIN1,99.95443722,26,21,25,17,72,0,14,0,11,25,>8 Sites
ZNF507,108.5370551,21,20,17,13,58,0,10,2,13,25,>8 Sites
TJP1,81.09322826,18,19,17,17,54,0,2,0,23,25,>8 Sites
RPS6KB1,105.6388717,30,25,24,23,79,0,7,0,18,25,>8 Sites
SP3,86.87526339,16,20,19,15,55,0,4,0,21,25,>8 Sites
NUP214,88.97709176,20,17,16,19,53,0,0,0,25,25,>8 Sites
ZNF81,92.00377056,24,17,22,22,63,0,1,0,24,25,>8 Sites
TCEA1P2,91.15466314,15,12,13,26,40,0,3,0,22,25,>8 Sites
RPRD1A,91.32811797,22,22,16,14,60,0,8,0,17,25,>8 Sites
FANCB,93.26974921,24,28,26,25,78,0,0,1,24,25,>8 Sites
LRP12,94.02234136,24,24,24,19,72,0,10,1,14,25,>8 Sites
ROD1,97.00948443,14,20,16,9,50,0,17,0,8,25,>8 Sites
GTF2F2,82.05693807,19,24,28,18,71,0,1,0,24,25,>8 Sites
SLC30A7,95.73473897,22,22,19,13,63,0,13,0,12,25,>8 Sites
MACROD2,74.57162353,24,29,23,22,76,0,0,0,25,25,>8 Sites
CLASP1,77.75790447,20,32,24,31,76,0,2,0,23,25,>8 Sites
BMPR2,106.6950597,27,23,20,13,70,0,25,0,0,25,>8 Sites
CKAP5,85.91742084,24,25,27,35,76,0,0,0,25,25,>8 Sites
EEA1,89.06178881,20,18,10,11,48,0,13,0,12,25,>8 Sites
WDR27,79.67786905,22,23,21,25,66,0,0,0,25,25,>8 Sites
DCP2,99.07217218,16,18,20,16,54,0,14,1,10,25,>8 Sites
CAMSAP1L1,77.23967327,19,20,21,15,60,0,4,0,21,25,>8 Sites
GMDS,77.23874989,22,20,17,11,59,0,1,0,24,25,>8 Sites
ZNF267,101.3391091,24,16,17,17,57,0,2,0,23,25,>8 Sites
PHTF2,90.11127168,25,29,23,24,77,0,11,0,14,25,>8 Sites
SMAD5,113.7268299,20,16,20,14,56,0,15,0,10,25,>8 Sites
DGKH,81.08152029,21,24,17,10,62,0,0,0,25,25,>8 Sites
